1020897,2020-09-08 17:15:00,2020-09-08 20:15:00,Community Engagement to Review OPD's Use of Force Policy
1020901,2020-09-09 00:00:00,2020-09-09 23:59:59,Admissions Day
1020895,2020-09-17 18:30:00,2020-09-17 20:00:00,Virtual Forum to share your stories on Police Use of Force
1020903,2020-09-24 10:00:00,2020-09-24 14:00:00,Virtual Job Fair- Retail, Hospitality and Essential industries
1020911,2020-10-05 17:30:00,2020-10-05 19:30:00,10-5-20 PAAC Meeting Cancellation
1020913,2020-10-20 11:00:00,2020-10-20 12:00:00,LAS Presentation: Medicare and the Annual Enrollment Period: Changes for 2021
1020905,2020-10-22 10:00:00,2020-10-22 14:00:00,Virtual Job Fair - Transportation, Distribution & Logistics, and Advanced Manufacturing
1020915,2020-11-06 09:30:00,2020-11-06 12:30:00,DOSC Presents: A Good Night's Sleep Symposium 2020
1020907,2020-11-19 10:00:00,2020-11-19 14:00:00,Virtual Job Fair - Healthcare
1020909,2020-12-17 10:00:00,2020-12-17 14:00:00,Virtual Job Fair - Information Technology
1020765,2020-12-25 00:00:00,2020-12-25 23:59:59,Christmas Day
1020917,2021-01-06 10:00:00,2021-01-06 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020917,2021-01-13 10:00:00,2021-01-13 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020917,2021-01-20 10:00:00,2021-01-20 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020917,2021-01-27 10:00:00,2021-01-27 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020925,2021-02-01 00:00:00,2021-02-28 23:30:00,Black History Month
1020927,2021-02-01 00:00:00,2021-02-28 23:30:00,Black History Month
1020917,2021-02-03 10:00:00,2021-02-03 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020917,2021-02-10 10:00:00,2021-02-10 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020923,2021-02-16 17:30:00,2021-02-16 19:00:00,Workforce Development 2021-2024 Local Plan Community Input Meeting
1020917,2021-02-17 10:00:00,2021-02-17 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020921,2021-02-17 13:30:00,2021-02-17 15:00:00,Workforce Development 2021-2024 Local Plan Community Input Meeting
1020917,2021-02-24 10:00:00,2021-02-24 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020937,2021-02-25 17:00:00,2021-02-25 19:00:00,Oakland DVP Townhall for West Oakland
1020917,2021-03-03 10:00:00,2021-03-03 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020929,2021-03-06 10:00:00,2021-03-06 12:00:00,March 6, 2021 Oakland Waterfront Ballpark District Project DEIR Information Workshop
1020931,2021-03-08 17:30:00,2021-03-08 19:00:00,Family Support Focus Group
1020917,2021-03-10 10:00:00,2021-03-10 10:30:00,Stress Busters: Silencing your Thoughts Workshop
1020933,2021-03-11 17:00:00,2021-03-11 19:00:00,Oakland DVP Community Town Hall for Central Oakland
1020939,2021-03-18 16:00:00,2021-03-18 18:00:00,OAB Community Jobs Oversight Commission
1020935,2021-03-18 17:00:00,2021-03-18 19:00:00,Oakland DVP Town Hall for East Oakland
1020945,2021-04-16 10:00:00,2021-04-16 13:30:00,Brain Health & Aging 2021 Symposium
1020943,2021-04-21 16:30:00,2021-04-21 18:00:00,Oakland Town Hall: Re-Opening Live Events
1021003,2021-05-20 18:00:00,2021-05-20 19:00:00,Budget Town Hall with Councilmember Kalb
1020949,2021-05-21 00:00:00,2021-05-21 23:59:59,Bike to Wherever Day
1020951,2021-05-21 15:00:00,2021-05-21 18:00:00,Bike to Wherever Day, Lake Merritt Pergola
1020899,2021-05-22 09:00:00,2021-05-22 12:00:00,Howard Terminal CBA Steering Committee Meeting
1020953,2021-05-26 12:00:00,2021-05-26 14:00:00,Older Americans Month 2021 Virtual Celebration
1020941,2021-06-16 10:00:00,2021-06-16 11:30:00,Legal Assistance for Seniors Spring 2021 Presentations
1020955,2021-06-22 12:00:00,2021-06-22 13:30:00,How to Apply Workshop: Individual Artists (Cultural Funding Program)
1020957,2021-06-24 17:30:00,2021-06-24 19:00:00,How to Apply Workshop: Organizations (Cultural Funding Program)
1020959,2021-06-28 17:30:00,2021-06-28 19:00:00,How to Apply Workshop: Individual Artists (Cultural Funding Program)
1020961,2021-07-01 12:00:00,2021-07-01 13:30:00,How to Apply Workshop: Organizations (Cultural Funding Program)
1020969,2021-07-09 10:00:00,2021-07-09 11:00:00,Oral Health for Seniors Presentation
1020963,2021-07-14 17:30:00,2021-07-14 19:00:00,Small Property Owner Workshop
1020977,2021-07-15 14:00:00,2021-07-15 15:00:00,City of Oakland Homekey RFQ Q&A Session
1020975,2021-07-21 10:00:00,2021-07-21 11:00:00,Get Set Up (GSU) E-Learning Platform Presentation
1020947,2021-08-03 18:00:00,2021-08-03 20:00:00,National Night Out
1020971,2021-08-11 10:00:00,2021-08-11 11:00:00,Keeping Elders Safe Presentation
